id,name,ibu,ibu_category,ibu_category_nbr,srm,srm_category,srm_category_nbr,abv,abv_category,abv_category_nbr,ebc,attenuation_level,attenuation_category,attenuation_category_nbr,description,image_url,ph,tagline,brewers_tips,outcome,malts_name,amount.unit_x,hops_name,hops_add,hops_attribute,amount.unit_y,food_pairing
247,Self Assembly Pope,75.0,IBU High,3,101.6,Black,12,7.4,ABV Low,1,200.0,82.0,Atten High,3,"A dark and decadent beer brewed with coconut, vanilla, cacao.",,5.1,Coconut Vanilla Porter,"Don't be shy with the roasted coconut, it's a delicate flavour compared to the rest of the beer, so go nuts! If it grows wild near you, go grab some Gorse and chuck it in too for a local natural boost to the coconut flavours.",IBU High Black ABV Low Atten High,"Pale Ale,Wheat,Dextrin Malt,Chocolate,Double Roasted Crystal","kilograms,kilograms,kilograms,kilograms,kilograms","Galena,Dark Muscavado","Start,Additions","Bitter,Flavour","grams,grams","Beef Rendang,Coconut Macaroons,Profiteroles with Chantilly Cream"
248,Twin Atlantic,80.0,IBU High,3,9.7,Pale Amber,5,5.0,ABV Low,1,19.0,77.0,Atten Medium,2,"Brewed in collaboration with our AGM-headlining band, Twin Atlantic, this US style pale features some of our favourite hops and is loaded with tropical fruit.",https://images.punkapi.com/v2/keg.png,5.2,Mango & Pineapple Pale,If you can't find an awesome Scottish band to collaborate with just pump up the volume on your stereo and have fun moshing whilst you're mashing in. Use ripe but fresh fruit and be prepared to lose extra volume to it. It'll be worth it.,IBU High Pale Amber ABV Low Atten Medium,"Pale Ale,Caramalt","kilograms,kilograms","Cascade,Equinox","End,End","Aroma,Aroma","grams,grams","Jerk Chicken Kebabs with Mango Salsa,Avocado and Citrus Salad,Pineapple Upside Down Cake"
249,Hop Shot,250.0,IBU High,3,7.5,Deep Gold,4,7.0,ABV Low,1,15.0,85.0,Atten High,3,"Hop Shot is a high-velocity hop hit. Our latest experiment in ice-distillation is a west coast IPA, subjected to Antarctic temperatures and concentrated by removing the ice that forms. The result is a 22% ABV hop grenade in a 110ml bottle.",,4.4,Quadruple India Pale Ale,"This level of alcohol can be achieved using a domestic freezer. Use a container with a tap close to the bottom so you can run the un-frozen, concentrated beer from under the ice on top. You may have to do this three or four times. The colder you freeze it the boozier it gets. Be careful to not dilute it too much when draining off the concentrated liquid after freezing so you donâ€™t dilute it too much.",IBU High Deep Gold ABV Low Atten High,Extra Pale,kilograms,"Centennial,Columbus Extract,Centennial,Columbus,Centennial,Columbus,Amarillo,Citra,Simcoe","Start,Start,Middle,Middle,End,End,Dry Hop,Dry Hop,Dry Hop","Bitter,Bitter,Flavour,Flavour,Flavour,Flavour,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams","Phall Curry,Pork Burrito with a Habanero and Mango Chili Salsa,Ginger and Grapefruit Poundcake"
250,Small Batch: Rye IPA,100.0,IBU High,3,16.0,Deep Amber,8,7.2,ABV Low,1,8.0,84.0,Atten High,3,"A 7.2% rye IPA loaded with grapefruit notes, pithy citrus, and huge resinous bitterness, with rye character. The Centennial and Columbus flavours are amplified by the spicy, dry rye.",https://images.punkapi.com/v2/keg.png,4.4,Rye India Pale Ale.,Be prepared for a long sparge as the rye content is really high.,IBU High Deep Amber ABV Low Atten High,"Maris Otter,Rye","kilograms,kilograms","Centennial,Centennial,Columbus,Centennial,Columbus,Columbus,Citra","60,15,15,Whirlpool,Whirlpool,Dry Hop,Dry Hop","Bitter,Bitter,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams","Salmon Fishcakes with Rocket Salad,Baked Goat's Cheese,Classic Victoria Sponge"
251,Small Batch: Sorachi Ace Session,25.0,IBU Medium,2,7.62,Deep Gold,4,4.0,ABV Low,1,15.0,79.0,Atten Medium,2,This brew is a pale ale fermented with Belgian yeast and spiced with coriander seed.,https://images.punkapi.com/v2/keg.png,5.1,Sorachi Ace Belgian Pale.,"If you dry hop with extra Sorachi Ace you'll end up with an awesome extra hit of lemony zing but be warned, it'll go through a lot of interesting variations on the way, including coconut and even bubblegum! Give it time though and it'll land back at that lovely lemon zest that will compliment the coriander seeds perfectly.",IBU Medium Deep Gold ABV Low Atten Medium,"Pale Ale,Crisp Rye,Munich,Wheat,Acidulated Malt","kilograms,kilograms,kilograms,kilograms,kilograms","Sorachi Ace,Sorachi Ace","Start,End","Bitter,Flavour","grams,grams","Californian Sushi Roll,Parmesan and Rocket Pizza,Coconut Cake"
252,Small Batch: Dortmunder,32.0,IBU Medium,2,7.62,Deep Gold,4,4.9,ABV Low,1,15.0,81.5,Atten Medium,2,"A pale lager, with toasty biscuit malt balanced against a robust spicy bitterness.",https://images.punkapi.com/v2/keg.png,5.2,Pale Lager.,To really nail this style you need to get the water right. Do a bit of research on water profiles and ask a local brewery if they can help you out with some water treatments.,IBU Medium Deep Gold ABV Low Atten Medium,"Pilsner,Pale Ale","kilograms,kilograms","Magnum,Sterling,Sterling","Start,Start,End","Bitter,Bitter,Flavour","grams,grams,grams","Cajun Chicken Burger,Baked Brie,Tomato and Herb Bruschetta"
253,Small Batch: 90 Shilling,25.0,IBU Medium,2,20.32,Brown,9,5.3,ABV Low,1,40.0,73.0,Atten Medium,2,"A malt-forward Scotch ale with a complex but mellow mix of toast crust, caramel, hints of cocoa, and a light hop spiciness.",https://images.punkapi.com/v2/keg.png,4.2,Honeyed Spicy Malt.,Pre-mix your malts to keep the conversion of starches to sugars even across the mash and give you a more uniform grain bed for lautering and sparging. This is a lot less labour intensive than manually stirring your speciality malts into your mash tun.,IBU Medium Brown ABV Low Atten Medium,"Propino Pale Malt,Premium English Caramalt,Munich,Amber,Dark Crystal,Brown","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Bramling Cross,First Gold,First Gold","Start,Start,Middle","Bitter,Bitter,Flavour","grams,grams,grams","Game Terrine,Barbecue-griddled Poussin,Clootie Dumpling"
254,Small Batch: Kellerbier,25.0,IBU Medium,2,8.6,Pale Amber,5,4.5,ABV Low,1,17.0,79.0,Atten Medium,2,"A pale lager, with toasty biscuit malt balances against a robust spicy bitterness.",https://images.punkapi.com/v2/keg.png,5.3,Crisp Unfiltered Goodness.,"Kellerbier translates to cellar beer, if you donâ€™t have a cellar just make sure to keep the fermentation temperature as close as possible to what you'd expect in a bavarian basement.",IBU Medium Pale Amber ABV Low Atten Medium,"Propino Pale Malt,Pilsner,Munich,Amber","kilograms,kilograms,kilograms,kilograms","Perle,Hallertauer Mittelfrüh,Mandarina Bavaria","Start,Start,End","Bitter,Bitter,Flavour","grams,grams,grams","Bratwurst and Mustard,Caraway Roast Pork,Gingerbread Cake"
255,Small Batch: Tripel,50.0,IBU High,3,11.6,Medium Amber,6,13.0,ABV Medium,2,23.0,93.0,Atten High,3,Intense spicy and citrusy notes backed up with a bitter edge and a warming but dry malt biscuit backbone. This beer comes into its own after cellaring cool for a few weeks.,https://images.punkapi.com/v2/keg.png,5.1,Spiced Belgium Ale.,Brew twice as much Belgian Tripel as you were planning on ageing - it's awesome on its own too!,IBU High Medium Amber ABV Medium Atten High,"Pale Ale,Wheat","kilograms,kilograms","Mandarina Bavaria,Mandarina Bavaria,Ginger Powder,Pink Peppercorns,Bitter Orange Peel,Oat Husks","Start,Middle,End,End,End,End","Bitter,Aroma,Bitter,Bitter,Flavour,Flavour","grams,grams,grams,grams,grams,grams","Coriander & Chilli Crab Cakes,Basil Pasta,Caramelised Orange Cheesecake"
256,Small Batch: Vermont IPA,35.0,IBU Medium,2,7.62,Deep Gold,4,6.9,ABV Low,1,15.0,79.0,Atten Medium,2,"A vermont style IPA, with low background bitterness, loaded with intense juicy fruit character.",https://images.punkapi.com/v2/keg.png,4.2,"Juicy, Tropical, Citrusy.",Add the dry hops in separate muslin bags to increase surface area contact and reduce the amount of hop matter in the beer after dry hopping without reducing the characteristic hazy look of the beer.,IBU Medium Deep Gold ABV Low Atten Medium,"Pale Ale,Maris Otter,Wheat,Flaked Oats","kilograms,kilograms,kilograms,kilograms","Chinook,Chinook,Amarillo,Simcoe,Citra,Amarillo,Mosaic,Simcoe","Middle,End,End,End,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Aroma,Flavour,Flavour,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Chicken Korma,Lobster Tail Salad,Chickpea and Apricot Tagine"
257,Semi Skimmed Occultist,70.0,IBU High,3,81.28,Black,12,8.0,ABV Low,1,160.0,73.0,Atten Medium,2,This one-off brew is packed with all the decadent flavours and textures associated with Imperial Stouts. This can features exclusive artwork by The Red Dress.,,4.1,Oatmeal Milk Stout.,Surface area contact is key in dry additions. Make sure your coffee and cacao nibs are weighed down with something and spread them out between multiple muslin bags if you can. This is not an exact science so taste as you go and swap out for fresh coffee and/or cacao if you haven't gotten the flavour you want after five days or so. You will not have this problem with the vanilla.,IBU High Black ABV Low Atten Medium,"Pale Ale,Flaked Oats,Brown,Extra Dark Crystal,Wheat,Carafa Special Malt Type 1,Chocolate","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Lactose,Coffee,Cacoa Nibs,Vanilla","Start,Middle,Dry Hop,Dry Hop,Dry Hop","Bitter,Aroma,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams","Pan-Seared Venison with Blackberries,Fig Tart,Dark Chocolate and Coffee Torte"
258,Paradox Rye,100.0,IBU High,3,152.0,Black,12,13.0,ABV Medium,2,300.0,84.0,Atten High,3,"In 2006 James and Martin hijacked a beer dinner run by Michael Jackson, the acclaimed beer and whisky writer, and convinced him to taste one of their home brews. This was a defining moment in BrewDog prehistory, and that beer was the first incarnation of the ubiquitous Paradox. Aged in a variety of casks over the years, Paradox is dark, decadent and encapsulating. Can be enjoyed fresh; phenomenal when aged.",,4.4,Rye Whisky Barrel-Aged Imperial Stout.,"The beauty of this beer is in how brilliantly it lends itself to infusing or ageing. Experiment with different additions when the beer is ageing, taste it regularly to gauge its progress, and make sure you package it at its peak.",IBU High Black ABV Medium Atten High,"Extra Pale,Caramalt,Munich,Flaked Oats,Dark Crystal,Carafa Special Malt Type 1,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Columbus,Columbus,Saaz,First Gold","Start,Middle,End,End","Bitter,Flavour,Flavour,Flavour","grams,grams,grams,grams","Char-grilled Lamb Cutlets,BBQ Brisket,Chocolate and Strawberry Mousse"
259,Tropic Thunder,25.0,IBU Medium,2,86.36,Black,12,7.0,ABV Low,1,170.0,73.0,Atten Medium,2,"Tropic Thunder is the winner of the first ever #HomeBrewDog competition; the brainchild of Tom Doyle, this beer was the highest rated of the 307 beers that were tasted. A full-bodied and complex stout loaded with chocolate, mocha and roasty flavours, finishing with a vibrant burst of orange.",,4.2,Island-Hopping Stout.,"If you are feeling adventurous, and havenâ€™t guzzled your whole batch upon first tasting it, try mulling this like you would a wine or cider. Cinnamon and clove will really lend themselves to the flavour of Tropic Thunder and mulled beer is definitely cooler than the usual offerings at a winter gathering.",IBU Medium Black ABV Low Atten Medium,"Propino Pale Malt,Medium Crystal,Extra Dark Crystal,Premium English Caramalt,Brown,Chocolate","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Hallertauer Mittelfrüh,First Gold,Hallertauer Mittelfrüh,Sweet Orange Peel","Start,Start,Start,End,Whirlpool","Bitter,Bitter,Bitter,Flavour,Flavour","grams,grams,grams,grams,grams","Steak and Kidney Pie,Pork Carnitas,Chocolate Orange Brownies"
260,New England IPA,45.0,IBU High,3,9.0,Pale Amber,5,6.8,ABV Low,1,17.0,79.0,Atten Medium,2,"BrewDog vs Cloudwater is a 6.8% Vermont-style India Pale Ale, hopped with Mosaic in the whirlpool only. Without any big- hitting additions of hops in the boil, we carried the flavour by heavily dry-hopping the brew with Citra and Mosaic. We also used oats in the recipe to deliver the trademark smooth mouthfeel â€“ and made it truly authentic by propagating a one-off culture of Vermont yeast, specifically for the brew.",,4.2,Vermont IPA,"Skip the arrageenan (Irish Moss), all haze is good haze in this beer.",IBU High Pale Amber ABV Low Atten Medium,"Propino Pale Malt,Torrified Wheat,Flaked Oats","kilograms,kilograms,kilograms","Mosaic,Citra,Mosaic","Whirlpool,Dry Hop,Dry Hop","Aroma,Aroma,Aroma","grams,grams,grams","Goat's Cheese Bruschetta,Pan-Fried Lemon Sole,Baked Peaches with Citrus Fruit Reduction"
261,Small Batch: Nitro Breakfast Stout,80.0,IBU High,3,44.7,Black,12,8.0,ABV Low,1,88.0,70.0,Atten Medium,2,"An utterly indulgent, smooth as hell Stout. With opulent flavours of chocolate milkshake, roasty espresso coffee, and mellow vanilla, this beer has a full-bodied and creamy mouthfeel.",https://images.punkapi.com/v2/keg.png,5.2,Boozy Chocolate Milkshake.,"* Not a suitable replacement for an actual breakfast. Nitroing at home is, well, not impossible but unlikely. Luckily this beer tastes great when lightly carbonated too! Be prepared for a slow runoff and donâ€™t skimp on the cacao!",IBU High Black ABV Low Atten Medium,"Extra Pale,Flaked Oats,Brown,Dark Crystal,Wheat,Carafa Special Malt Type 1","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Lactose,Vanilla Extract,Cacao Nibs,Coffee","Start,Middle,End,End,End","Bitter,Aroma,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams","Habanero Pulled Pork,Choc Chip Cookies,,Black Pudding Croquettes"
262,Small Batch: Vermont IPA V2.0,35.0,IBU Medium,2,7.6,Deep Gold,4,6.9,ABV Low,1,15.0,79.0,Atten Medium,2,"A second trial of our previous Small Batch Vermont IPA using a different yeast strain. A vermont style IPA, with low background bitterness, loaded with intense juicy fruit characters.",https://images.punkapi.com/v2/keg.png,4.2,"Juicy, Citrusy, Tropical.",DONâ€™T add flour. This â€œtipâ€� has been floating around for the style and itâ€™s bad advice. Any and all murk should accompany something that enhances the beer. This little juice-box is dry hopped at a rate of 10g per litre. Wonder what would happen if you doubled that...,IBU Medium Deep Gold ABV Low Atten Medium,"Propino Pale Malt,Maris Otter,Wheat,Flaked Oats","kilograms,kilograms,kilograms,kilograms","Chinook,Chinook,Amarillo,Simcoe,Citra,Amarillo,Mosaic,Simcoe","Middle,End,End,End,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Aroma,Flavour,Flavour,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Chicken Korma,Lobster Salad,Chicken and Apricot Tagine"
263,Small Batch: Mandarina Lager,40.0,IBU High,3,4.0,Pale Gold,3,5.3,ABV Low,1,7.0,84.0,Atten High,3,"A bitter pils-style lager which is packed with aromas of citrus and a dry, refreshing biscuit malt backbone. Light floral notes add to the complexity.",https://images.punkapi.com/v2/keg.png,4.3,Pithy Pale Pilsner.,"After boiling your wort, chill the wort down quickly to avoid the compound DMS forming. DMS gives beer a tinned sweetcorn like aroma.",IBU High Pale Gold ABV Low Atten High,"Pilsner,Pale Ale","kilograms,kilograms","Magnum,Mandarina Bavaria,Mandarina Bavaria","70,15,0","Bitter,Flavour,Aroma","grams,grams,grams","Green Thai Curry,Fish Tacos,Goat's Cheese Salad With Walnuts, Radish And Blood Orange"
264,Small Batch: East Coast Crush,25.0,IBU Medium,2,8.0,Pale Amber,5,4.8,ABV Low,1,15.0,79.0,Atten Medium,2,"East Coast Crush is a Vermont style pale ale, packaged and served using our custom LIVE beer dispense. A session Vermont IPA, with low background bitterness, loaded with intense juicy mango, pineapple, peach and pine.",https://images.punkapi.com/v2/keg.png,4.2,Session Vermont IPA.,"Vermont Yeast, whilst desirable for this style of beer, is not absolutely necessary. The murk of a NEIPA can be achieved by malt selection and your process.",IBU Medium Pale Amber ABV Low Atten Medium,"Pale Ale,Uncrushed Wheat,Flaked Oats","kilograms,kilograms,kilograms","Chinook,Mandarina Bavaria,Simcoe,Citra,Mandarina Bavaria,Mosaic,Simcoe","Start,Start,Start,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Aroma,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams","Chickpea and Apricot Tagine,Pan-fried Lemon Sole,Lobster Salad"
265,Pump Action Poet,40.0,IBU High,3,6.0,Deep Gold,4,7.5,ABV Low,1,12.0,81.0,Atten Medium,2,A one-off beer which combines the sweet and juicy flavour of stonefruit with tropical hop aromas. This can features exclusive artwork by Tracie Ching.,,5.2,Stone Fruit IPA.,"Adding the fruit at the end of the boil effectively pasteurises it. If you plan to add fruit after primary fermentation, buy aseptic puree or have a plan to pasteurise it before adding it.",IBU High Deep Gold ABV Low Atten Medium,"Pale Ale,Wheat,Flaked Oats","kilograms,kilograms,kilograms","Amarillo,Simcoe,Apricot Juice,Peach Juice","Start,0,Flame Out,Flame Out","Aroma,Aroma,Flavour,Flavour","grams,grams,kilogram,kilogram","Citrus Salad,Spicy Chilli Prawns,Orange Zest Tart"
266,Small Batch: Lemon Meringue Pie,5.0,IBU Low,1,4.0,Pale Gold,3,6.5,ABV Low,1,7.0,77.0,Atten Medium,2,"Brewed to a concept voted on at Craft Beer Rising, this one-off beer is an experimental brew which emulates the flavour of lemon meringue pie.",,4.0,Experimental Dessert Beer.,"Dextrin Malt adds sugars to your wort that the yeast are unable to ferment. If you want a sweetness remaining in your beer, add a little of this but not too much!!!",IBU Low Pale Gold ABV Low Atten Medium,"Maris Otter,Dextrin Malt,Flaked Oats","kilograms,kilograms,kilograms","Amarillo,Sorachi Ace,Lemon Peel,Coriander Seeds,Lemon Concentrate","0,0,Flame Out,Flame Out,Flame Out","Aroma,Aroma,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams",Lemon Tart
267,AB:22,70.0,IBU High,3,51.0,Black,12,12.5,ABV Medium,2,100.0,83.0,Atten High,3,"An imperial stout brewed with cacao and coffee, AB22 has spent two years in darkness, drawing complex and indulgent flavours from the Speyside whisky casks in which it resided.",,4.1,Speyside Barrel-Aged Coffee Chocolate Stout.,Soak American oak (medium toasted) chips in your favourite Speyside tipple overnight and add them after primary fermentation,IBU High Black ABV Medium Atten High,"Pale Ale,Golden Naked Oats,Medium Crystal,Brown,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms,kilograms","Columbus,American Oak Chips Medium Toast Soaked In Speyside Whisky,Black Pepper,Cardamon,Ginger,Nutmeg,Cinnamon,Star Anis","First Wort Hops,Flame Out,Flame Out,Flame Out,Flame Out,Flame Out,Flame Out,Flame Out","Bittering,Flavour,Flavour,Flavour,Flavour,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams,grams,grams,grams","Roast Pheasant With Savoy Cabbage,Chilli Beer Tacos,Dark Chocolate Truffles"
268,Hazy Jane,30.0,IBU Medium,2,8.0,Pale Amber,5,7.2,ABV Low,1,15.0,86.0,Atten High,3,"A Vermont style IPA, with low background bitterness, loaded with juicy fruit character. Pine, stonefruit, mango, light resin and hints of lime peel - this juicy IPA is low in bitterness, full-bodied and smooth, enhancing the soft ripe fruit flavours.",,4.2,New England IPA.,This beer is supposed to be very cloudy. Donâ€™t be shy to get a good bit of the hot break into the fermenter.,IBU Medium Pale Amber ABV Low Atten High,"Pale Ale,Maris Otter,Wheat,Flaked Oats","kilograms,kilograms,kilograms,kilograms","Chinook,Chinook,Amarillo,Simcoe,Citra,Simcoe,Amarillo,Mosaic","10,0,0,0,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Flavour,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Goat's Cheese Bruschetta,Pan-Fried Lemon Sole,Baked Peaches With Citrus Fruit"
269,Small Batch: Imperial Pale Weizen,25.0,IBU Medium,2,9.0,Pale Amber,5,7.5,ABV Low,1,18.0,85.0,Atten High,3,"An amplified version of a style we first brewed with Weihenstephan. A full-on deluge of spice and citrus, the new world hops bring spiced orange, lemon peel and fresh grassy and floral notes while the weizen base adds pepper, clove and banana.",https://images.punkapi.com/v2/keg.png,4.4,Dry-Hopped Wheat Beer.,A German style wheat beer that is mostly defined by its yeast character. Yeast strain has a massive influence on the final perception of the beer.,IBU Medium Pale Amber ABV Low Atten High,"Maris Otter,White Wheat,Extra Dark Crystal","kilograms,kilograms,kilograms","Magnum,Ariana,Cascade,Mandarina Bavaria,Ariana,Mandarina Bavaria","60,15,15,15,Dry Hop,Dry Hop","Bitter,Flavour,Flavour,Flavour,Aroma,Flavour","grams,grams,grams,grams,grams,grams","Soft pretzel with mustard,Hot Smoked Salmon Salad,Rum Fried Banana"
270,Blonde Export Stout,55.0,IBU High,3,8.0,Pale Amber,5,7.0,ABV Low,1,16.0,73.0,Atten Medium,2,"Our Equity Punk gypsy brewery - Beatnik Brewing Collective - voted for this recipe as their 2017 annual brew. A blonde stout brewed to export strength, the stout character comes from extra ingredients instead of dark malts.",,4.4,Beatnik Brewing Collective 2017.,An oxymoron of a beer. The cocoa nibs are vital in providing that stout like flavour without the associated colour.,IBU High Pale Amber ABV Low Atten Medium,"Pale Ale,Wheat,Flaked Oats,Smoked Malt","kilograms,kilograms,kilograms,kilograms","Magnum,Mandarina Bavaria,Callista,Ground Coffee,Cocoa Nibs,Oak Chips,Vanilla","60,0,0,0,Dry Hop,Dry Hop,Dry Hop","Bittering,Aroma,Aroma,Aroma,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams,grams,grams","Duck Crackling,Coq Au Vin,Oreo Cheesecake"
271,Small Batch: Cranachan Cream Ale,8.0,IBU Low,1,5.0,Pale Gold,3,6.5,ABV Low,1,10.0,72.0,Atten Medium,2,"A cream ale, brewed with raspberry and milk sugars, balancing sweet and tart summer berry with soft bitterness and a full bodied smooth mouthfeel.",https://images.punkapi.com/v2/keg.png,4.3,Raspberry Cream Ale.,Add heather honey to your boil to make this beer even better!!!,IBU Low Pale Gold ABV Low Atten Medium,"Maris Otter,Torrified Wheat,Flaked Oats","kilograms,kilograms,kilograms","Amarillo,Citra,Mosaic,Milk Sugars,Raspberry Juice,Amarillo,Citra,Mosaic","0,0,0,Flame out,Flame out,Dry Hop,Dry Hop,Dry Hop","Aroma,Aroma,Aroma,Flavour,Flavour,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Gingerbread Man,Feta And Tomato Salad With Balsamic Dressing,Raspberry Parfait"
272,Small Batch: Spelt & Honey Saison,22.0,IBU Low,1,4.0,Pale Gold,3,5.2,ABV Low,1,8.0,83.0,Atten High,3,"A pilot kit Small Batch, experimenting with weizen yeast, honey and spelt.",https://images.punkapi.com/v2/keg.png,4.1,Honey & Spelt Saison,"Spelt malt can slow your run off, similar to Rye. Take your time or add some extra malt to compensate for lower efficiency.",IBU Low Pale Gold ABV Low Atten High,"Maris Otter,Spelt,White Wheat,Pilsner","kilograms,kilograms,kilograms,kilograms","Magnum,Mandarina Bavaria,Golden Honey","60,0,Flame Out","Bittering,Aroma,Flavour","grams,grams,grams","Pancakes,Honey Mustard Chicken,Crème Brûlée"
273,Prototype Double IPA,60.0,IBU High,3,8.0,Pale Amber,5,8.5,ABV Low,1,15.0,90.0,Atten High,3,Our Prototype Challenge sees us pit three new trial beers against each other. This Double IPA is packed with a blend of our favourite American hops and has a huge dry- hop aroma.,,4.2,American Hop Overload.,"The hopping rate should leave a light residual haze in your beer after maturation. Donâ€™t worry, this comes from the hop compounds, haze is taste.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Maris Otter","kilograms,kilograms","Simcoe,Simcoe,Mosaic,Citra,Simcoe,Amarillo,Citra,Mosaic,Simcoe","70,10,0,0,0,0,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams","Hot Wings And Blue Cheese Dip,Black Pudding Burger,Sticky Toffee Pudding And Salted Caramel Ice Cream"
274,Prototype Black Rye IPA,70.0,IBU High,3,69.0,Black,12,6.5,ABV Low,1,135.0,80.0,Atten Medium,2,"Our Prototype Challenge sees us pit three new trial beers against each other. This Black Rye IPA combines two spins on an American IPA, in the left-right jab combo of extra ingredients.",,4.5,Complex Dark Ale,"If you want the colour but less of the flavour of the dark malts, try substituting the Carafa Special III for a dehusked version of Carafa.",IBU High Black ABV Low Atten Medium,"Pale Ale,Rye,Light Crystal,Chocolate Wheat,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms,kilograms","Simcoe,Chinook,Centennial,Simcoe,Citra,Chinook","90,30,0,0,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams","Guacamole And Chips,Coriander Chicken Tostadas,Key Lime Pie"
275,Sidewalk Shark,22.0,IBU Low,1,4.0,Pale Gold,3,5.2,ABV Low,1,7.0,85.0,Atten High,3,"A citrus-infused gose - a traditional German sour wheat beer brewed with salt, in this case with the addition of kaffir lime leaf and lemon peel.",https://images.punkapi.com/v2/keg.png,3.8,Citrus-Infused German Sour.,"Play around with the citrus flavour by using differing amounts of lemon peel, orange peel, grapefruit peel, lime peel or kaffir lime leaves.",IBU Low Pale Gold ABV Low Atten High,"Pilsner,Torrified Wheat,Acidulated Malt,Rye,Flaked Oats","kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Mosaic,Amarillo,Lemon Peel,Coriander Seeds","60,0,0,Flame Out,Flame Out","Bittering,Aroma,Aroma,Flavour,Flavour","grams,grams,grams,grams,grams","Grilled Halibut,Pickled Herrings,Moules Frites"
276,Nine To Five Wizard,35.0,IBU Medium,2,10.0,Medium Amber,6,7.5,ABV Low,1,20.0,83.0,Atten High,3,"A classic German weissbeir with aromas of banana and clove, layered with New World hop aromas of orange.",,4.3,India Pale Weizen.,"If you want more phenolic (Banana & Spice) flavours, ferment at a higher temperature. If you want more fruit esters, keep the fermentation lower and under control.",IBU Medium Medium Amber ABV Low Atten High,"Pale Ale,Wheat,Double Roasted Crystal","kilograms,kilograms,kilograms","Magnum,Cascade,Mandarina Bavaria,Ariana,Cascade,Mandarina Bavaria,Ariana","70,10,10,10,0,0,0","Bittering,Flavour,Flavour,Flavour,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams","Grilled Portobello Mushroom Burger,Citrus Salad With Balsamic Dressing,Ginger And Orange Cookies"
277,Prototype Blonde Ale,15.0,IBU Low,1,6.0,Deep Gold,4,4.5,ABV Low,1,12.0,80.0,Atten Medium,2,"This Blonde Ale is a new recipe and uses a new yeast - so it is a true Prototype. Originally lined up as part of the 2017 Prototype Challenge it was released shortly afterwards. but hey, these things happen.",,4.6,Mellow Golden Ale.,"This yeast strain produces a marked sulphurous note in the beer. If thatâ€™s not your thing, donâ€™t Burtonise your mash and see the difference!",IBU Low Deep Gold ABV Low Atten Medium,"Pale Ale,Wheat,Carapils","kilograms,kilograms,kilograms","Perle,Hallertauer Mittelfrüh","70,15","Bittering,Flavour","grams,grams","Salmon Salad,Montery Jack Cheese,Mandarin Cake"
278,AB:23,80.0,IBU High,3,41.0,Black,12,11.5,ABV Medium,2,80.0,82.0,Atten High,3,"Our Abstrakt series showcases one-off beers, brewed or blended to the peak of our abilities. Each release is unique and never to be repeated.",,4.1,Bourbon Barrel-Aged Barley Wine.,Never put honey into your beer without pasteurising it. It is full of wild yeasts that are waiting to spoil your hard work.,IBU High Black ABV Medium Atten High,"Extra Pale,Munich,Flaked Oats,Amber,Brown,Double Roasted Crystal","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Bramling Cross,Bramling Cross,Honey,American Oak Chips Medium Toast Soaked in Bourbon","70,15,Flame Out,Wood Ageing","Bittering,Flavour,Flavour,Flavour","grams,grams,grams,grams","Stilton and Walnut Welsh Rarebit.,Cherry Chocolate Cake With Chocolate Whipped Mousse,Simnel Cake"
